CPU,Min_Cores,Max_Cores,Max_Clock(MHz),Process(NM),TDP(Watts),Release,Release_Year,CPU_HPI
Xeon E3-1285 v6,4,8,4500,14.0,79,"Aug 1st, 2017",2017,2571.4285714285716
Xeon E3-1285 v3,4,8,4000,22.0,84,"Jun 2nd, 2013",2013,1454.5454545454545
Xeon E3-1280 v3,4,8,4000,22.0,82,"Jun 2nd, 2013",2013,1454.5454545454545
Xeon E3-1280 v2,4,8,4000,22.0,69,"May 14th, 2012",2012,1454.5454545454545
Xeon E3-1280,4,8,3900,32.0,95,"Apr 3rd, 2011",2011,975.0
Xeon E3-1275 v3,4,8,3900,22.0,84,"Jun 2nd, 2013",2013,1418.1818181818182
Xeon E3-1275 v2,4,8,3900,22.0,77,"May 14th, 2012",2012,1418.1818181818182
Xeon E3-1275,4,8,3800,32.0,95,"Apr 3rd, 2011",2011,950.0
Xeon E3-1270 v3,4,8,3900,22.0,80,"Jun 2nd, 2013",2013,1418.1818181818182
Xeon E3-1270 v2,4,8,3900,22.0,69,"May 14th, 2012",2012,1418.1818181818182
Xeon E3-1270,4,8,3800,32.0,80,"Apr 3rd, 2011",2011,950.0
Xeon E3-1265L v3,4,8,3700,22.0,45,"Jun 2nd, 2013",2013,1345.4545454545455
Xeon E3-1265L v2,4,8,3500,22.0,45,"May 14th, 2012",2012,1272.7272727272727
Xeon E3-1260L,4,8,3300,32.0,45,"Apr 3rd, 2011",2011,825.0
Xeon E3-1245 v3,4,8,3800,22.0,84,"Jun 2nd, 2013",2013,1381.8181818181818
Xeon E3-1245 v2,4,8,3800,22.0,77,"May 14th, 2012",2012,1381.8181818181818
Xeon E3-1245,4,8,3700,32.0,95,"Apr 3rd, 2011",2011,925.0
Xeon E3-1240 v3,4,8,3800,22.0,80,"Jun 2nd, 2013",2013,1381.8181818181818
Xeon E3-1240 v2,4,8,3800,22.0,69,"May 14th, 2012",2012,1381.8181818181818
Xeon E3-1240,4,8,3700,32.0,80,"Apr 3rd, 2011",2011,925.0
Xeon E3-1235,4,8,3600,32.0,95,"Apr 3rd, 2011",2011,900.0
Xeon E3-1230L v3,4,8,2800,22.0,25,"Jun 2nd, 2013",2013,1018.1818181818181
Xeon E3-1230 v3,4,8,3700,22.0,80,"Jun 2nd, 2013",2013,1345.4545454545455
Xeon E3-1230 v2,4,8,3700,22.0,69,"May 14th, 2012",2012,1345.4545454545455
Xeon E3-1230,4,8,3600,32.0,80,"Apr 3rd, 2011",2011,900.0
Xeon E3-1225 v3,4,4,3600,22.0,84,"Jun 2nd, 2013",2013,654.5454545454545
Xeon E3-1225 v2,4,4,3600,22.0,77,"May 14th, 2012",2012,654.5454545454545
Xeon E3-1225,4,4,3400,32.0,95,"Apr 3rd, 2011",2011,425.0
Xeon E3-1220L v3,2,4,2300,22.0,16,"Jun 2nd, 2013",2013,418.1818181818182
Xeon E3-1220L v2,2,4,3500,22.0,17,"May 14th, 2012",2012,636.3636363636364
Xeon E3-1220L,2,4,3400,32.0,20,"Apr 3rd, 2011",2011,425.0
Xeon E3-1220 v3,4,4,3500,22.0,80,"Jun 2nd, 2013",2013,636.3636363636364
Xeon E3-1220 v2,4,4,3500,22.0,69,"May 14th, 2012",2012,636.3636363636364
Xeon E3-1220,4,4,3400,32.0,80,"Apr 3rd, 2011",2011,425.0
Xeon E3-1125C,4,4,2000,32.0,40,"May 14th, 2012",2012,250.0
Xeon E3-1105C,4,4,1000,32.0,25,"May 14th, 2012",2012,125.0
Xeon E-2388G,8,16,5100,14.0,95,"Sep 8th, 2021",2021,5828.571428571428
Xeon E-2386G,6,12,5100,14.0,95,"Sep 8th, 2021",2021,4371.428571428572
Xeon E-2378G,8,16,5100,14.0,80,"Sep 8th, 2021",2021,5828.571428571428
Xeon E-2378,8,16,4800,14.0,65,"Sep 8th, 2021",2021,5485.714285714285
Xeon E-2374G,4,8,5000,14.0,80,"Sep 8th, 2021",2021,2857.1428571428573
Xeon E-2356G,6,12,5000,14.0,80,"Sep 8th, 2021",2021,4285.714285714285
Xeon E-2336,6,12,4800,14.0,65,"Sep 8th, 2021",2021,4114.285714285715
Xeon E-2334,4,8,4800,14.0,65,"Sep 8th, 2021",2021,2742.8571428571427
Xeon E-2324G,4,4,4600,14.0,65,"Sep 8th, 2021",2021,1314.2857142857142
Xeon E-2314,4,4,4500,14.0,65,"Sep 8th, 2021",2021,1285.7142857142858
Xeon D-1587,16,32,2300,14.0,65,"Feb 24th, 2016",2016,5257.142857142857
Xeon D-1581,16,32,2400,14.0,65,"Feb 24th, 2016",2016,5485.714285714285
Xeon D-1577,16,32,2100,14.0,45,"Feb 24th, 2016",2016,4800.0
Xeon D-1571,16,32,2100,14.0,45,"Feb 24th, 2016",2016,4800.0
Xeon D-1567,12,24,2700,14.0,65,"Feb 24th, 2016",2016,4628.571428571428
Xeon D-1557,12,24,2100,14.0,45,"Feb 24th, 2016",2016,3600.0
Xeon D-1548,8,16,2600,14.0,45,"Nov 1st, 2015",2015,2971.4285714285716
Xeon D-1541,8,16,2700,14.0,45,"Nov 1st, 2015",2015,3085.714285714286
Xeon D-1540,8,16,2600,14.0,45,"Mar 9th, 2015",2015,2971.4285714285716
Xeon D-1537,8,16,2300,14.0,35,"Nov 1st, 2015",2015,2628.5714285714284
Xeon D-1531,6,12,2700,14.0,35,"Nov 1st, 2015",2015,2314.285714285714
Xeon D-1528,6,12,2500,14.0,35,"Nov 1st, 2015",2015,2142.8571428571427
Xeon 7150N,2,4,3500,65.0,150,"Aug 27th, 2006",2006,215.3846153846154
Xeon 7140N,2,4,3333,65.0,150,"Aug 27th, 2006",2006,205.1076923076923
Xeon 7140M,2,4,3400,65.0,150,"Aug 27th, 2006",2006,209.23076923076923
Xeon 7130N,2,4,3166,65.0,150,"Aug 27th, 2006",2006,194.83076923076922
Xeon 7130M,2,4,3200,65.0,150,"Aug 27th, 2006",2006,196.92307692307693
Xeon 7120N,2,4,3000,65.0,95,"Aug 27th, 2006",2006,184.6153846153846
Xeon 7120M,2,4,3000,65.0,95,"Aug 27th, 2006",2006,184.6153846153846
Xeon 7110N,2,4,2500,65.0,95,"Aug 27th, 2006",2006,153.84615384615384
Xeon 7110M,2,4,2600,65.0,95,"Aug 27th, 2006",2006,160.0
Xeon 5160,2,2,3000,65.0,80,"Jun 26th, 2006",2006,92.3076923076923
Xeon 5150,2,2,2666,65.0,65,"Jun 26th, 2006",2006,82.03076923076924
Xeon 5148,2,2,2333,65.0,40,"Jun 26th, 2006",2006,71.78461538461538
Xeon 5140,2,2,2333,65.0,65,"Jun 26th, 2006",2006,71.78461538461538
Xeon 5130,2,2,2000,65.0,65,"Jun 26th, 2006",2006,61.53846153846154
Xeon 5120,2,2,1866,65.0,65,"Jun 26th, 2006",2006,57.41538461538462
Xeon 5110,2,2,1600,65.0,65,"Jun 26th, 2006",2006,49.23076923076923
Xeon 5080,2,4,3730,65.0,130,"May 23rd, 2006",2006,229.53846153846155
Xeon 5063,2,4,3200,65.0,95,"May 23rd, 2006",2006,196.92307692307693
Xeon 5060,2,4,3200,65.0,130,"May 23rd, 2006",2006,196.92307692307693
Xeon 5050,2,4,3000,65.0,95,"May 23rd, 2006",2006,184.6153846153846
Xeon 5040,2,4,2830,65.0,95,"May 23rd, 2006",2006,174.15384615384616
Xeon 5030,2,4,2667,65.0,95,"May 23rd, 2006",2006,164.12307692307692
Xeon 5020,2,4,2500,65.0,95,"May 23rd, 2006",2006,153.84615384615384
Xeon 3.6,1,1,3600,90.0,135,"Jun 28th, 2004",2004,40.0
Xeon 3.4,1,1,3400,90.0,135,"Jun 28th, 2004",2004,37.77777777777778
Xeon 3.20,1,1,3200,130.0,97,"Oct 6th, 2003",2003,24.615384615384617
Xeon 3.2,1,1,3200,90.0,135,"Jun 28th, 2004",2004,35.55555555555556
Xeon 3.06,1,1,3066,130.0,97,"Jul 14th, 2003",2003,23.584615384615386
Xeon 3.06,1,1,3066,130.0,89,"Mar 10th, 2003",2003,23.584615384615386
Xeon 3.06,1,1,3066,130.0,97,"Jul 14th, 2003",2003,23.584615384615386
Xeon 3.0,1,1,3000,90.0,135,"Jun 28th, 2004",2004,33.333333333333336
Xeon 2.8,2,2,2800,90.0,135,"Oct 10th, 2005",2005,62.22222222222222
Xeon 2.8,1,1,2790,130.0,89,"Sep 11th, 2002",2002,21.46153846153846
Xeon 2.8,1,1,2800,90.0,135,"Jun 28th, 2004",2004,31.11111111111111
Xeon 2.66,1,1,2660,130.0,89,"Nov 18th, 2002",2002,20.46153846153846
Xeon 2.4,1,1,2394,130.0,89,"Apr 23rd, 2002",2002,18.415384615384614
Xeon 2.0,1,1,2000,130.0,89,"Feb 25th, 2002",2002,15.384615384615385
Turion X2 Ultra ZM-88,2,2,2500,65.0,35,"Dec 1st, 2008",2008,76.92307692307692
Turion X2 Ultra ZM-87,2,2,2400,65.0,35,"Jun 1st, 2008",2008,73.84615384615384
Turion X2 Ultra ZM-86,2,2,2400,65.0,35,"Jun 1st, 2008",2008,73.84615384615384
Turion X2 Ultra ZM-85,2,2,2300,65.0,35,"Sep 1st, 2008",2008,70.76923076923077
Turion X2 Ultra ZM-84,2,2,2300,65.0,35,"Sep 1st, 2008",2008,70.76923076923077
Turion X2 Ultra ZM-82,2,2,2200,65.0,35,"Jun 1st, 2008",2008,67.6923076923077
Turion X2 Ultra ZM-80,2,2,2100,65.0,32,"Jun 1st, 2008",2008,64.61538461538461
Turion X2 RM-77,2,2,2300,65.0,35,"Dec 1st, 2008",2008,70.76923076923077
Turion X2 RM-75,2,2,2200,65.0,35,"Dec 1st, 2008",2008,67.6923076923077
Turion X2 RM-74,2,2,2200,65.0,35,"Dec 1st, 2008",2008,67.6923076923077
Turion X2 RM-72,2,2,2100,65.0,35,"Sep 1st, 2008",2008,64.61538461538461
Turion X2 RM-70,2,2,2000,65.0,31,"Jun 1st, 2006",2006,61.53846153846154
Turion 64 MT-40,1,1,2200,90.0,25,"Aug 8th, 2005",2005,24.444444444444443
Turion 64 MT-37,1,1,2000,90.0,25,"Aug 8th, 2005",2005,22.22222222222222
Turion 64 MT-34,1,1,1800,90.0,25,"Mar 10th, 2005",2005,20.0
Turion 64 MT-32,1,1,1800,90.0,25,"Mar 10th, 2005",2005,20.0
Turion 64 MT-30,1,1,1600,90.0,22,"Mar 10th, 2005",2005,17.77777777777778
Turion 64 MT-28,1,1,1600,90.0,22,"Jun 22nd, 2005",2005,17.77777777777778
Turion 64 ML-44,1,1,2400,90.0,35,"Jan 4th, 2006",2006,26.666666666666668
Turion 64 ML-42,1,1,2400,90.0,35,"Oct 4th, 2005",2005,26.666666666666668
Turion 64 ML-40,1,1,2200,90.0,35,"Jun 22nd, 2005",2005,24.444444444444443
Turion 64 ML-37,1,1,2000,90.0,35,"Mar 10th, 2005",2005,22.22222222222222
Turion 64 ML-34,1,1,1800,90.0,35,"Mar 10th, 2005",2005,20.0
Turion 64 ML-32,1,1,1800,90.0,35,"Mar 10th, 2005",2005,20.0
Turion 64 ML-30,1,1,1600,90.0,35,"Mar 10th, 2005",2005,17.77777777777778
Turion 64 ML-28,1,1,1600,90.0,32,"Jun 22nd, 2005",2005,17.77777777777778
Sempron X2 240,2,2,3300,32.0,65,2012,2012,206.25
Sempron X2 2300,2,2,2200,65.0,65,"Mar 1st, 2008",2008,67.6923076923077
Sempron X2 2200,2,2,2000,65.0,65,"Mar 1st, 2008",2008,61.53846153846154
Sempron X2 2100,2,2,1800,65.0,65,"Mar 1st, 2008",2008,55.38461538461539
Sempron X2 2100,2,2,1800,65.0,65,"Mar 1st, 2008",2008,55.38461538461539
Sempron LE-1300,1,1,2300,65.0,45,"Oct 8th, 2007",2007,35.38461538461539
Sempron LE-1250,1,1,2200,65.0,45,"Oct 8th, 2007",2007,33.84615384615385
Sempron LE-1200,1,1,2100,65.0,45,"Aug 1st, 2007",2007,32.30769230769231
Sempron LE-1150,1,1,2000,65.0,45,"Aug 1st, 2007",2007,30.76923076923077
Sempron LE-1100,1,1,1900,65.0,45,"Aug 1st, 2007",2007,29.23076923076923
Sempron 3800+,1,1,2200,90.0,62,"Oct 23rd, 2006",2006,24.444444444444443
Sempron 3600+,1,1,2200,90.0,62,"May 17th, 2006",2006,24.444444444444443
Sempron 3600+,1,1,2000,90.0,62,"May 23rd, 2006",2006,22.22222222222222
Sempron 3500+ EE SFF,1,1,2000,90.0,35,"May 23rd, 2006",2006,22.22222222222222
Sempron 3500+,1,1,2000,90.0,62,"Oct 1st, 2005",2005,22.22222222222222
Sempron 3500+,1,1,2000,90.0,62,"May 23rd, 2006",2006,22.22222222222222
Sempron 3400+ EE SFF,1,1,1800,90.0,35,"May 23rd, 2006",2006,20.0
Sempron 3400+,1,1,1800,90.0,62,"May 23rd, 2006",2006,20.0
Sempron 3400+,1,1,2000,90.0,62,"Aug 1st, 2005",2005,22.22222222222222
Sempron 3400+,1,1,2000,90.0,62,"Oct 1st, 2005",2005,22.22222222222222
Sempron 3400+,1,1,2000,90.0,62,"Jan 23rd, 2006",2006,22.22222222222222
Sempron 3400+,1,1,2000,90.0,25,"May 17th, 2006",2006,22.22222222222222
Sempron 3300+,1,1,2200,130.0,62,"Jan 1st, 2001",2001,16.923076923076923
Sempron 3300+,1,1,2000,90.0,62,"Apr 1st, 2005",2005,22.22222222222222
Sempron 3300+,1,1,2000,90.0,25,"Jul 15th, 2005",2005,22.22222222222222
Sempron 3300+,1,1,2000,90.0,62,"Jul 15th, 2005",2005,22.22222222222222
Sempron 3300+,1,1,2000,90.0,62,"Aug 19th, 2005",2005,22.22222222222222
Sempron 3200+ EE SFF,1,1,1800,90.0,35,"May 23rd, 2006",2006,20.0
Sempron 3200+,1,1,1800,90.0,62,"Oct 1st, 2005",2005,20.0
Sempron 3200+,1,1,1800,90.0,62,"May 23rd, 2006",2006,20.0
Sempron 3100+,1,1,1800,130.0,25,"Jan 1st, 2001",2001,13.846153846153847
Sempron 3100+,1,1,1800,130.0,62,"Jul 28th, 2004",2004,13.846153846153847
Sempron 3100+,1,1,1800,90.0,25,"Jul 15th, 2005",2005,20.0
Sempron 3100+,1,1,1800,90.0,62,"Jul 15th, 2005",2005,20.0
Sempron 3100+,1,1,1800,90.0,62,"May 3rd, 2005",2005,20.0
Sempron 3100+,1,1,1800,90.0,62,"Apr 1st, 2005",2005,20.0
Sempron 3000+ EE SFF,1,1,1600,90.0,35,"May 23rd, 2006",2006,17.77777777777778
Sempron 3000+,1,1,1600,90.0,62,"May 23rd, 2006",2006,17.77777777777778
Sempron 3000+,1,1,1800,130.0,25,"Jan 1st, 2001",2001,13.846153846153847
Sempron 3000+,1,1,1800,90.0,62,"Jul 28th, 2004",2004,20.0
Sempron 3000+,1,1,1800,90.0,25,"Nov 23rd, 2004",2004,20.0
Sempron 3000+,1,1,1800,90.0,62,"Apr 1st, 2005",2005,20.0
Sempron 3000+,1,1,1800,90.0,25,"Jul 15th, 2005",2005,20.0
Sempron 3000+,1,1,1800,90.0,62,"Jul 15th, 2005",2005,20.0
Sempron 3000+,1,1,1800,90.0,62,"Oct 1st, 2005",2005,20.0
Sempron 3000+,1,1,2000,130.0,62,"Sep 17th, 2004",2004,15.384615384615385
Sempron 2800+,1,1,1600,130.0,25,"Jan 1st, 2001",2001,12.307692307692308
Sempron 2800+,1,1,1600,90.0,62,"Jul 28th, 2004",2004,17.77777777777778
Sempron 2800+,1,1,1600,90.0,62,"Aug 1st, 2004",2004,17.77777777777778
Sempron 2800+,1,1,1600,90.0,25,"Jul 28th, 2004",2004,17.77777777777778
Sempron 2800+,1,1,1600,90.0,25,"Jul 15th, 2005",2005,17.77777777777778
Sempron 2800+,1,1,1600,90.0,62,"May 23rd, 2006",2006,17.77777777777778
Sempron 2800+,1,1,1992,130.0,62,"Aug 1st, 2004",2004,15.323076923076924
Sempron 2800+,1,1,1992,130.0,62,"Jul 28th, 2004",2004,15.323076923076924
Sempron 2800+,1,1,2000,130.0,62,"Jan 1st, 2001",2001,15.384615384615385
Sempron 2600+,1,1,1600,130.0,25,"Jan 1st, 2001",2001,12.307692307692308
Sempron 2600+,1,1,1600,90.0,25,"Jul 28th, 2004",2004,17.77777777777778
Sempron 2600+,1,1,1600,90.0,62,"Jul 28th, 2004",2004,17.77777777777778
Sempron 2600+,1,1,1600,90.0,62,"Aug 1st, 2004",2004,17.77777777777778
Sempron 2600+,1,1,1833,130.0,62,"Jan 1st, 2001",2001,14.1
Sempron 2600+,1,1,1833,130.0,62,"Jul 28th, 2004",2004,14.1
Sempron 2500+,1,1,1400,90.0,62,"Jul 7th, 2005",2005,15.555555555555555
Sempron 2500+,1,1,1750,130.0,62,"Jan 1st, 2001",2001,13.461538461538462
Sempron 2500+,1,1,1750,130.0,62,"Jul 28th, 2004",2004,13.461538461538462
Sempron 2400+,1,1,1667,130.0,62,"Jan 1st, 2001",2001,12.823076923076924
Sempron 2400+,1,1,1667,130.0,62,"Aug 1st, 2004",2004,12.823076923076924
Sempron 2400+,1,1,1667,130.0,62,"Jul 28th, 2004",2004,12.823076923076924
Sempron 2300+,1,1,1583,130.0,62,"Jan 1st, 2001",2001,12.176923076923076
Sempron 2300+,1,1,1583,130.0,62,"Jul 28th, 2004",2004,12.176923076923076
Sempron 2200+,1,1,1500,130.0,62,"Jan 1st, 2001",2001,11.538461538461538
Sempron 2200+,1,1,1500,130.0,62,"Jul 28th, 2004",2004,11.538461538461538
Sempron 2200+,1,1,1500,130.0,62,"Aug 1st, 2004",2004,11.538461538461538
Sempron 180,2,2,2400,45.0,45,"Sep 1st, 2010",2010,106.66666666666667
Sempron 150,1,1,2900,45.0,45,"Dec 7th, 2010",2010,64.44444444444444
Sempron 145,1,1,2800,45.0,45,"Sep 1st, 2010",2010,62.22222222222222
Sempron 140,1,1,2700,45.0,45,"Jul 22nd, 2009",2009,60.0
Sempron 130,1,1,2600,45.0,45,"Aug 1st, 2011",2011,57.77777777777778
Ryzen Threadripper PRO 5995WX,64,128,4500,7.0,280,"Mar 8th, 2022",2022,82285.71428571429
Ryzen Threadripper PRO 5975WX,32,64,4500,7.0,280,"Mar 8th, 2022",2022,41142.857142857145
Ryzen Threadripper PRO 5965WX,24,48,4500,7.0,280,"Mar 8th, 2022",2022,30857.14285714286
Ryzen Threadripper PRO 5955WX,16,32,4500,7.0,280,"Mar 8th, 2022",2022,20571.428571428572
Ryzen Threadripper PRO 5945WX,12,24,4500,7.0,280,"Mar 8th, 2022",2022,15428.57142857143
Ryzen Threadripper PRO 3995WX,64,128,4200,7.0,280,"Jul 14th, 2020",2020,76800.0
Ryzen Threadripper PRO 3975WX,32,64,4200,7.0,280,"Jul 14th, 2020",2020,38400.0
Ryzen Threadripper PRO 3955WX,16,32,4300,7.0,280,"Jul 14th, 2020",2020,19657.14285714286
Ryzen Threadripper PRO 3945WX,12,24,4300,7.0,280,"Jul 14th, 2020",2020,14742.857142857143
Ryzen Threadripper 5990X,64,128,4450,7.0,280,Never Released,2014,81371.42857142857
Ryzen Threadripper 3990X,64,128,4300,7.0,280,"Feb 7th, 2020",2020,78628.57142857143
Ryzen Threadripper 3980X,48,96,4700,7.0,280,Never Released,2014,64457.142857142855
Ryzen Threadripper 3970X,32,64,4500,7.0,280,"Nov 25th, 2019",2019,41142.857142857145
Ryzen Threadripper 3960X,24,48,4500,7.0,280,"Nov 25th, 2019",2019,30857.14285714286
Ryzen Threadripper 2990WX,32,64,4200,12.0,250,"Aug 13th, 2018",2018,22400.0
Ryzen Threadripper 2970WX,24,48,4200,12.0,250,"Oct 2nd, 2018",2018,16800.0
Ryzen Threadripper 2950X,16,32,4400,12.0,180,"Aug 31st, 2018",2018,11733.333333333334
Ryzen Threadripper 2920X,12,24,4300,12.0,180,"Oct 3rd, 2018",2018,8600.0
Ryzen Threadripper 1950X,16,32,4000,14.0,180,"Aug 10th, 2017",2017,9142.857142857143
Ryzen Threadripper 1950,16,32,3200,14.0,180,Never Released,2014,7314.285714285715
Ryzen Threadripper 1940X,14,28,4000,14.0,180,Never Released,2014,8000.0
Ryzen Threadripper 1940,14,28,3700,14.0,180,Never Released,2014,7400.0
Ryzen Threadripper 1920X,12,24,4000,14.0,180,"Aug 10th, 2017",2017,6857.142857142857
Ryzen Threadripper 1920,12,24,3800,14.0,140,Never Released,2014,6514.285714285715
Ryzen 9 7950X3D,16,32,5700,5.0,120,"Jan 4th, 2023",2023,36480.0
Ryzen 9 7950X,16,32,5700,5.0,170,"Sep 27th, 2022",2022,36480.0
Ryzen 9 7945HX,16,32,5400,5.0,55,"Jan 4th, 2023",2023,34560.0
Ryzen 9 7900X3D,12,24,5600,5.0,120,"Jan 4th, 2023",2023,26880.0
Ryzen 9 7900X,12,24,5600,5.0,170,"Sep 27th, 2022",2022,26880.0
Ryzen 9 7900,12,24,5400,5.0,65,"Jan 14th, 2023",2023,25920.0
Ryzen 9 7845HX,12,24,5200,5.0,55,"Jan 4th, 2023",2023,24960.0
Ryzen 9 5980HS,8,16,4800,7.0,35,"Jan 12th, 2021",2021,10971.42857142857
Ryzen 9 5950X,16,32,4900,7.0,105,"Nov 5th, 2020",2020,22400.0
Ryzen 9 5900X,12,24,4800,7.0,105,"Nov 5th, 2020",2020,16457.14285714286
Ryzen 9 5900HX,8,16,4600,7.0,45,"Jan 12th, 2021",2021,10514.285714285714
Ryzen 9 5900,12,24,4700,7.0,65,"Jan 12th, 2021",2021,16114.285714285714
Ryzen 9 3950X,16,32,4700,7.0,105,"Nov 25th, 2019",2019,21485.714285714286
Ryzen 9 3900XT,12,24,4700,7.0,105,"Jul 7th, 2020",2020,16114.285714285714
Ryzen 9 3900X,12,24,4600,7.0,105,"Jul 7th, 2019",2019,15771.42857142857
Ryzen 7 PRO 5850U,8,16,4400,7.0,15,"Mar 16th, 2021",2021,10057.142857142857
Ryzen 7 PRO 5750GE,8,16,4600,7.0,35,"Jun 1st, 2021",2021,10514.285714285714
Ryzen 7 PRO 5750G,8,16,4600,7.0,65,"Jun 1st, 2021",2021,10514.285714285714
Ryzen 7 PRO 2700U,4,8,3800,14.0,15,"Oct 26th, 2017",2017,2171.4285714285716
Ryzen 7 5800U,8,16,4400,7.0,15,"Jan 12th, 2021",2021,10057.142857142857
Ryzen 7 5800HS,8,16,4400,7.0,35,"Jan 12th, 2021",2021,10057.142857142857
Ryzen 7 5800H,8,16,4400,7.0,45,"Jan 12th, 2021",2021,10057.142857142857
Ryzen 7 5800G,8,16,4800,7.0,65,Unknown,2014,10971.42857142857
Ryzen 7 5800,8,16,4600,7.0,65,"Jan 12th, 2021",2021,10514.285714285714
Ryzen 7 5700U,8,16,4300,7.0,15,"Jan 12th, 2021",2021,9828.57142857143
Ryzen 7 5700G,8,16,4600,7.0,65,"Apr 13th, 2021",2021,10514.285714285714
Ryzen 7 2700U,4,8,3800,14.0,15,"Oct 26th, 2017",2017,2171.4285714285716
Ryzen 5 PRO 5650U,6,12,4200,7.0,15,"Mar 16th, 2021",2021,7200.0
Ryzen 5 PRO 5650GE,6,12,4400,7.0,35,"Jun 1st, 2021",2021,7542.857142857143
Ryzen 5 PRO 5650G,6,12,4400,7.0,65,"Jun 1st, 2021",2021,7542.857142857143
Ryzen 5 PRO 1600,6,12,3600,14.0,65,"Jun 29th, 2017",2017,3085.714285714286
Ryzen 5 PRO 1500,4,8,3700,14.0,65,"Jun 29th, 2017",2017,2114.285714285714
Ryzen 5 5600U,6,12,4200,7.0,15,"Jan 12th, 2021",2021,7200.0
Ryzen 5 5600G,6,12,4400,7.0,65,"Apr 13th, 2021",2021,7542.857142857143
Ryzen 5 5500U,6,12,4000,7.0,15,"Jan 12th, 2021",2021,6857.142857142857
Ryzen 5 2500U,4,8,3600,14.0,15,"Oct 26th, 2017",2017,2057.1428571428573
Ryzen 5 1600X,6,12,4000,14.0,95,"Apr 11th, 2017",2017,3428.5714285714284
Ryzen 5 1600,6,12,3600,14.0,65,"Apr 11th, 2017",2017,3085.714285714286
Ryzen 5 1500X,4,8,3700,14.0,65,"Apr 11th, 2017",2017,2114.285714285714
Ryzen 5 1400,4,8,3400,14.0,65,"Apr 11th, 2017",2017,1942.857142857143
Ryzen 3 PRO 5450U,4,8,4000,7.0,15,"Mar 16th, 2021",2021,4571.428571428572
Ryzen 3 PRO 5350GE,4,8,4200,7.0,35,"Jun 1st, 2021",2021,4800.0
Ryzen 3 PRO 5350G,4,8,4200,7.0,65,"Jun 1st, 2021",2021,4800.0
Ryzen 3 PRO 1300,4,4,3700,14.0,65,"Jun 29th, 2017",2017,1057.142857142857
Ryzen 3 PRO 1200,4,4,3400,14.0,65,"Jun 29th, 2017",2017,971.4285714285714
Ryzen 3 5400U,4,8,4000,7.0,15,"Jan 12th, 2021",2021,4571.428571428572
Ryzen 3 5300U,4,8,3800,7.0,15,"Jan 12th, 2021",2021,4342.857142857143
Ryzen 3 5300G,4,8,4200,7.0,65,"Apr 13th, 2021",2021,4800.0
Ryzen 3 1300X,4,4,3700,14.0,65,"Jul 27th, 2017",2017,1057.142857142857
Ryzen 3 1300,4,4,3500,14.0,65,"Apr 11th, 2017",2017,1000.0
Ryzen 3 1200,4,4,3400,14.0,65,"Jul 27th, 2017",2017,971.4285714285714
PRO A8-9600,4,4,3400,28.0,65,"Oct 3rd, 2016",2016,485.7142857142857
PRO A6-9500E,2,2,3400,28.0,35,"Oct 3rd, 2016",2016,242.85714285714286
PRO A6-9500,2,2,3800,28.0,65,"Oct 3rd, 2016",2016,271.42857142857144
PRO A12-9800E,4,4,3800,28.0,35,"Jul 27th, 2017",2017,542.8571428571429
PRO A12-9800,4,4,4200,28.0,65,"Oct 3rd, 2016",2016,600.0
PRO A12-8870E,4,4,3700,28.0,35,Oct 2016,2016,528.5714285714286
PRO A12-8870,4,4,4200,28.0,65,Oct 2016,2016,600.0
PRO A10-9700E,4,4,3500,28.0,35,"Oct 3rd, 2016",2016,500.0
PRO A10-9700,4,4,3800,28.0,65,"Jul 27th, 2017",2017,542.8571428571429
PRO A10-8770E,4,4,3500,28.0,35,Oct 2016,2016,500.0
PRO A10-8770,4,4,3800,28.0,65,Oct 2016,2016,542.8571428571429
Phenom X4 9950 BE (140W),4,4,2600,65.0,140,"Mar 27th, 2008",2008,160.0
Phenom X4 9950 BE (125W),4,4,2600,65.0,125,"Oct 1st, 2008",2008,160.0
Phenom X4 9850B,4,4,2500,65.0,95,"Aug 15th, 2008",2008,153.84615384615384
Phenom X4 9850 BE,4,4,2500,65.0,125,"Mar 27th, 2008",2008,153.84615384615384
Phenom X4 9850 (95W),4,4,2500,65.0,95,"Oct 1st, 2008",2008,153.84615384615384
Phenom X4 9850 (125W),4,4,2500,65.0,125,"Jul 1st, 2008",2008,153.84615384615384
Phenom X4 9750B,4,4,2400,65.0,95,"Aug 15th, 2008",2008,147.69230769230768
Phenom X4 9750 (95W),4,4,2400,65.0,95,"Mar 27th, 2008",2008,147.69230769230768
Phenom X4 9750 (125W),4,4,2400,65.0,125,"Mar 27th, 2008",2008,147.69230769230768
Phenom X4 9650,4,4,2300,65.0,95,"Mar 27th, 2008",2008,141.53846153846155
Phenom X4 9600B,4,4,2300,65.0,95,"Apr 28th, 2008",2008,141.53846153846155
Phenom X4 9550,4,4,2200,65.0,95,"Mar 27th, 2008",2008,135.3846153846154
Phenom X4 9450e,4,4,2100,65.0,65,"Oct 1st, 2008",2008,129.23076923076923
Phenom X4 9350e,4,4,2000,65.0,65,"Jul 1st, 2008",2008,123.07692307692308
Phenom X4 9150e,4,4,1800,65.0,65,"Jul 1st, 2008",2008,110.76923076923077
Phenom X4 9100e,4,4,1800,65.0,65,"Mar 27th, 2008",2008,110.76923076923077
Phenom X3 8850,3,3,2500,65.0,95,"Oct 21st, 2008",2008,115.38461538461539
